Module	Feature	Action	Passing criteria	Failing criteria	Priority	In scope	Status	Defect / notes
SOX	Import RACM - Header Row	Verify that the header row can be changed to another row in the file	Another row can be chosen and the mapping refreshes	The header row cannot be changed	P0	Yes		
SOX	Import RACM - Header Row	Verify that the row chooser lists the first few rows of the file so the user can recognise the right one	Real rows from the file are shown	Only row numbers are shown	P1	Yes		
SOX	Import RACM - Header Row	Verify that changing the header row updates the field mapping below it	The mapping is worked out again	The old mapping stays	P0	Yes		
SOX	Import RACM - Header Row	Verify that a file whose first row is a title rather than headers is still handled	The real header row is found or can be chosen	The title row is used as headers with no way to fix it	P1	Yes		
SOX	Import RACM - Field Mapping	Verify that the import screen shows how many of the platform fields were matched out of the total	A count such as matched over total is shown	No count is shown	P0	Yes		
SOX	Import RACM - Field Mapping	Verify that automatically matched fields are grouped together with an average confidence	A grouped line shows the count and the average confidence	Every field is listed flat with no summary	P1	Yes		
SOX	Import RACM - Field Mapping	Verify that the automatically matched group can be expanded to review each match	Each match can be seen and changed	The matches cannot be reviewed	P0	Yes		
SOX	Import RACM - Field Mapping	Verify that fields that could not be matched are listed under a needs attention heading with a count	A clear list is shown with a count	Unmatched fields are hidden	P0	Yes		
SOX	Import RACM - Field Mapping	Verify that every unmatched field offers a dropdown of the columns in the uploaded file	The dropdown lists the file columns	The dropdown is empty	P0	Yes		
SOX	Import RACM - Field Mapping	Verify that a field can be left unmapped on purpose	Leaving it as not in this file is allowed	The import is blocked by a field the file does not have	P0	Yes		
SOX	Import RACM - Field Mapping	Verify that the same file column cannot be mapped to two different platform fields without a warning	A warning is shown or the second mapping is blocked	The same column silently fills two fields	P1	Yes		
SOX	Import RACM - Field Mapping	Verify that a column mapped by hand shows a confidence or a manual marker	The row shows it was set by hand	The row looks the same as an automatic match	P2	Yes		
SOX	Import RACM - Field Mapping	Verify that the attributes column in the file is mapped to the attributes field and not to the control activity	The attributes field holds the attribute text from the file	The attributes field holds a copy of the control activity	P0	Yes		Observed on staging 21 Aug 2026 - the imported Attributes column was filled with the control activity text on all three rows
SOX	Import RACM - Field Mapping	Verify that the key control column in the file is carried into the matrix	The key control flag survives the import	The key control flag is dropped	P0	Yes		Observed on staging 21 Aug 2026 - Key Control was listed under "not imported" although the control page later showed a Key control chip
SOX	Import RACM - Field Mapping	Verify that the process owner column is mapped to process owner and not to control owner	The two owners stay separate	The same person is shown as both owners	P1	Yes		Observed on staging 21 Aug 2026 - control page shows AP Manager as both control owner and process owner although the file named Head of Finance
SOX	Import RACM - Field Mapping	Verify that changing one mapping does not reset the others	Only the changed row moves	The whole mapping resets	P1	Yes		
SOX	Import RACM - Confidence and Reasoning	Verify that the screen offers a short explanation of why the mappings were chosen	An expandable explanation is offered	No explanation is offered	P1	Yes		
SOX	Import RACM - Confidence and Reasoning	Verify that the explanation names the sheet that was used and why	The sheet and the reason are named	The explanation is vague	P2	Yes		
SOX	Import RACM - Confidence and Reasoning	Verify that the explanation names the fields the file did not contain	Missing fields are named	Missing fields are not explained	P2	Yes		
SOX	Import RACM - Confidence and Reasoning	Verify that the explanation can be collapsed again	It collapses back	It cannot be closed once opened	P2	Yes		
SOX	Import RACM - Confidence and Reasoning	Verify that a low confidence match is visibly flagged for review	Low confidence rows stand out	All rows look the same	P1	Yes		
SOX	Import RACM - Not Imported	Verify that columns in the file that will not be imported are listed with a count	A clear not imported list is shown	Columns are dropped silently	P1	Yes		
SOX	Import RACM - Not Imported	Verify that a column shown as not imported does not also appear as mapped	A column appears in one place only	The same column appears as both mapped and not imported	P1	Yes		Observed on staging 21 Aug 2026 - Key Control was listed under "not imported" while a Key Control field also existed
SOX	Import RACM - Not Imported	Verify that a not imported column can be mapped to a platform field from that list	The column can be rescued	There is no way to map it	P1	Yes		
SOX	Import RACM - Not Imported	Verify that the reason a column is not imported is given	A short reason is shown	No reason is given	P2	Yes		
SOX	Import RACM - Not Imported	Verify that a column of notes the firm needs is not silently lost	Either it maps to remarks or the user is told it will be dropped	The column disappears without a word	P1	Yes		
SOX	Import RACM - Import	Verify that the import button shows how many rows will be imported	The button names the row count	The button gives no count	P1	Yes		
SOX	Import RACM - Import	Verify that the row count on the button matches the rows in the file below the header	The counts agree	The counts disagree	P0	Yes		
SOX	Import RACM - Import	Verify that Cancel on the import screen leaves the library unchanged	No RACM is created	A partly imported RACM is left behind	P0	Yes		
SOX	Import RACM - Import	Verify that the import completes and a success message names the file and the number of controls saved	A success message is shown	No feedback is given	P0	Yes		
SOX	Import RACM - Import	Verify that the imported RACM appears in the library with the file name	The RACM is named after the file	The RACM takes an unrelated name	P0	Yes		
SOX	Import RACM - Import	Verify that the imported controls appear in the Controls tab	Every imported control is listed	Controls are missing	P0	Yes		
SOX	Import RACM - Import	Verify that importing a second matrix does not overwrite the first	Both matrices exist side by side	The first is replaced	P0	Yes		
SOX	Import RACM - Import	Verify that a row with no control identifier is either rejected or flagged	The problem row is called out	A control with no identifier is created	P1	Yes		
